"source_row_index","evaluation","raw_geometry_identity_sha256","production_geometry_fingerprint_sha256","gds_sha256","s4p_sha256","Lp_nH","Ls_nH","Qp","Qs","Qmin","K_abs","K_signed","conditional_strict","core_range","half_srf_pass","off_grid_vertices","noncanonical_edges","current_qualified","evidence_class"
86,"widthfix_000126__000126__shard_002__87dfcb07ad22d249","0902c662dc8e043399ce83ab0de2afab40c86b39252c8c29fd1fcc2f67541573","0c7d20663085d9e4568469e0bcab74bc8ae4bb9c6d7f9bda3d92c5ee2d17c3a8","dfc2b7b35dee7ba4fef43474cdbf0ddb761195839813b179c1d0f5684bfc9653","097dd5e23488c3f1f2e94c8b002d5c75b69c4f9b3d7041a934fa0038485d3768",1.854133514192891,1.7125531191154926,11.443140711848294,10.940571364657506,10.940571364657506,0.47562644017855665,0.47562644017855665,false,true,false,280,12,false,"HISTORICAL_EM_RESPONSE_CURRENT_MAPPING_DIAGNOSTIC_NOT_FRESH"
87,"widthfix_000127__000127__shard_002__8db8a87125b1252e","b13da6de73fdd22d24f48eb7ae6a79fe3b76a0afad40d05ffeecf11c44a6c1ea","a89c04197168fa1a66514d5c589bfae8ad24b2eacdb486ae0b8f8a63630dd024","434ea125beae38c9397158480ea4b591b1f0c796b8a82159299979ad88bd58fc","82cf7b268670c19ee14edf46f517f539e97c3b0bebffa739f3edf2104694e6d9",1.5378540850286724,2.066789659752074,13.160056494148861,10.054894563884641,10.054894563884641,0.44805264223419766,0.44805264223419766,false,false,false,264,10,false,"HISTORICAL_EM_RESPONSE_CURRENT_MAPPING_DIAGNOSTIC_NOT_FRESH"
88,"widthfix_000128__000128__shard_002__8fb3072af0531111","643f65314210a749a674fe32a002d0eaeb19b708137bd1d2683b01ddd0d5d2d7","aa5faee94004c1eef1449c0518c61d30a4e0c8e2aeb86718e46b985351cb7eee","434ea125beae38c9397158480ea4b591b1f0c796b8a82159299979ad88bd58fc","a00ed943d4cb8d6b9b703a5a593a222b8c840e8f4af9cdbe86cd9419862ea9fd",1.5803210524815776,1.8871083840896772,13.73107965575429,11.443810704171733,11.443810704171733,0.5121841510497689,0.5121841510497689,false,true,false,278,6,false,"HISTORICAL_EM_RESPONSE_CURRENT_MAPPING_DIAGNOSTIC_NOT_FRESH"
89,"widthfix_000129__000129__shard_002__9295f970ff823ae5","56852b41204da8a611fdbf84d863bba8cc2ec86b3ad5df0f3a52ddb2f0c1275d","429313037d4c3a96f642f0cb9c0bcefd286020b887226154ee5eaeef017d1483","9d8fb95cf6d77fabf4476ab46c3763bb86a8141d9e25db771f2828eee8d52a8a","53d8762f8b49f8997c1eb3923bcd21072a8646d78cc47a2a7157c812c06a937a",2.482550175161549,2.0334058152972228,7.392417262650171,7.611668361433477,7.392417262650171,0.6656715320088932,0.6656715320088932,false,false,false,276,4,false,"HISTORICAL_EM_RESPONSE_CURRENT_MAPPING_DIAGNOSTIC_NOT_FRESH"
90,"widthfix_000130__000130__shard_002__99c105f5ec645973","f27a8fb479dc29f0417e70183408d8efdd61d286debedc9ae5f7b4f3f29584ed","ae5981dbe23bd1399e99e37d4696f7651bf89cd2e32d59ba78d14ab080b90351","be4d6386395cc6f01382a8479721329aa6666c1003268116d72cd1bff1d5393c","ad32a1aa9352b611cbad9689eba539823f13f0587bea487babf881cd7e14473f",2.2764012457251925,2.310317877273156,9.85318752037766,8.271453299516152,8.271453299516152,0.43352306674529145,0.43352306674529145,false,false,false,274,10,false,"HISTORICAL_EM_RESPONSE_CURRENT_MAPPING_DIAGNOSTIC_NOT_FRESH"
91,"widthfix_000131__000131__shard_002__9ad47115cdc3305d","6a18f57da355baee9f34e3244cf445750329942650f3b8605b47348c05f7592f","fda02f9bb40eaeef51bd91a50bc09467782266ee854a9b50e92c00079dc89c4a","be4d6386395cc6f01382a8479721329aa6666c1003268116d72cd1bff1d5393c","8dcefbff65af372add2ff0254ccc636500e887546beeb9097faee3503e5a7a33",1.658941186102673,1.240099671460133,13.770741795080422,17.31207172820878,13.770741795080422,0.3677773916821804,0.3677773916821804,false,true,false,280,8,false,"HISTORICAL_EM_RESPONSE_CURRENT_MAPPING_DIAGNOSTIC_NOT_FRESH"
92,"widthfix_000132__000132__shard_002__b1bff93233332714","b197a0a4118ff490dd1807ec15d7855a9e28908c5d8d27a22c70283bfc03b3c1","74f102536f3f4eae471be95748a8dc3637a564fa20ed7fc114f17dd996923a10","9d8fb95cf6d77fabf4476ab46c3763bb86a8141d9e25db771f2828eee8d52a8a","17757435d9f26b1d806d723355b0bf3aeb441a1dc4e432d181856fdfa03397ba",1.844852280794409,2.0645203002438786,11.452504260666085,9.083133999083834,9.083133999083834,0.45411120204151784,0.45411120204151784,false,false,false,280,8,false,"HISTORICAL_EM_RESPONSE_CURRENT_MAPPING_DIAGNOSTIC_NOT_FRESH"
93,"widthfix_000133__000133__shard_002__b1de419f1562c5df","7d968819fc709b65e5d197b04e883f5432f35f5495fe7e281829ac11d5e35b88","2c121a159485088b76daeda06c73ebd8c1a42d7e79d7ccef6a2c13c79deb854b","8fe49e04eb3bf97a4cbda0411e4f04c78bdf17c385e0b1b51228c607e4a2175f","4596ed570e544ef4c8e5078cd7440221833510bbd760837ff6568666dba9dcf5",1.7992533443575833,2.071377649000291,12.752277332200206,10.716268616312695,10.716268616312695,0.48182571848377026,0.48182571848377026,false,false,false,282,8,false,"HISTORICAL_EM_RESPONSE_CURRENT_MAPPING_DIAGNOSTIC_NOT_FRESH"
94,"widthfix_000134__000134__shard_002__b4e7d3d8e4f43d13","d855f30887e4bcc3f20d9902cd31833f45d0934003781b48ce221f86a9837fc6","cda47fff4b6d59237a6577ee0a80d29e9e44b8b5e26598dfb3fac1fb5859e6e2","dfc2b7b35dee7ba4fef43474cdbf0ddb761195839813b179c1d0f5684bfc9653","8cd0c0f96a3cf60418ffece6857d1c0cc8555db5758413d86b5ca5bbbae06084",1.9806618956995334,1.8176457454775594,11.009546628000265,11.07663571184199,11.009546628000265,0.5541897911724868,0.5541897911724868,false,true,false,278,8,false,"HISTORICAL_EM_RESPONSE_CURRENT_MAPPING_DIAGNOSTIC_NOT_FRESH"
95,"widthfix_000135__000135__shard_002__b83e586a4a034c28","886df2585a26f8791e22612743816f1d4c82e7a06b296f45eba4ba08fb5de4c8","867be71e82a6f4ebc6e8085ecb836a0a1b34710785230bc62ba08c3ee15d81f4","8fe49e04eb3bf97a4cbda0411e4f04c78bdf17c385e0b1b51228c607e4a2175f","d7a6ab522f3c4e8ed99d22585f89d182b8026afd486d33add9a4671753490169",2.4485551144502646,1.950650149125373,9.617045021224168,10.955099287092187,9.617045021224168,0.593413016477656,0.593413016477656,false,false,false,282,8,false,"HISTORICAL_EM_RESPONSE_CURRENT_MAPPING_DIAGNOSTIC_NOT_FRESH"
96,"widthfix_000136__000136__shard_002__bdbd7ae40e8dd515","feb1f9db743bc6a121e199ff9d15faa18a3b15da083eefa6ed2a081321ec9456","6ec35a6fb35a063292b0b80d21a5bb8f020cdb3df3c25860f32643dafed83a54","434ea125beae38c9397158480ea4b591b1f0c796b8a82159299979ad88bd58fc","987f27e06a529a04cfc71ede2d750eff132cad278ddd7352003bcd854238187e",2.273593798208621,2.4139833959291837,8.434847989967553,7.755993338969774,7.755993338969774,0.6594681245208793,0.6594681245208793,false,false,false,276,0,false,"HISTORICAL_EM_RESPONSE_CURRENT_MAPPING_DIAGNOSTIC_NOT_FRESH"
97,"widthfix_000137__000137__shard_002__c39046acf2700e16","22a010d333a959e6fe933e8d64978bb1f1ef68e20b0eabcec381064025699f33","84cd80232c0218d38382f2e849b3ade9463f4d20d1abead90c31c1cc279b379c","9d8fb95cf6d77fabf4476ab46c3763bb86a8141d9e25db771f2828eee8d52a8a","75723080763f0c31f79c42cc0685b0521b4734cc52dbdec4499ce65e43fbb84b",1.9715234165587614,2.1079114732904825,10.289447531185823,8.730735788318244,8.730735788318244,0.5154844510997558,0.5154844510997558,false,false,false,282,6,false,"HISTORICAL_EM_RESPONSE_CURRENT_MAPPING_DIAGNOSTIC_NOT_FRESH"
98,"widthfix_000138__000138__shard_002__d394d1f9845a4890","4e1ff20b2c4b4564183479697efb2d2e744bd30f31189cc9824e32c679110494","ee185b0a238bcadcdaefebf1b0abedb508709f5ffe244de35b31df909cfd3b20","434ea125beae38c9397158480ea4b591b1f0c796b8a82159299979ad88bd58fc","992aa0e7239bdfd5f65a8c2f84c74ff6ee9fa09cc493ce3fcbc2beb05362b4d3",1.7362534296688357,1.8835653274395951,12.468164984136555,10.072352114483815,10.072352114483815,0.4523123673715018,0.4523123673715018,false,true,false,282,6,false,"HISTORICAL_EM_RESPONSE_CURRENT_MAPPING_DIAGNOSTIC_NOT_FRESH"
99,"widthfix_000139__000139__shard_002__d42ddbd2e7447b46","0e776c7f94215d8dbf4d399411359ef68a0fa0ca41d559ed75ffea5738ce3558","488fc5488358050c6e293dc294238e756dddc19c6237419862e307604919a2ac","9d8fb95cf6d77fabf4476ab46c3763bb86a8141d9e25db771f2828eee8d52a8a","6185455d5c2961784218e25c6c943b3b598b73c8dcb80217636fa86ec28b9d5d",1.8024642939057478,1.9518521063101468,12.881215868390704,11.6952145594395,11.6952145594395,0.22329679234611516,0.22329679234611516,false,true,false,282,12,false,"HISTORICAL_EM_RESPONSE_CURRENT_MAPPING_DIAGNOSTIC_NOT_FRESH"
